name,salary_from,salary_to,salary_currency,area_name,published_at
Middle Backend-developer (Node.js),,4000,RUR,,2022-12-22T12:09:10+0300
Fullstack разработчик,95000,,RUR,Москва,2022-12-22T12:55:20+0300
Инженер технической поддержки,90000,,RUR,Москва,2022-12-22T12:41:13+0300
Web-разработчик (backend),,,,,2022-12-22T12:21:16+0300
Junior Fullstack-разработчик,200000,,KZT,,2022-12-22T12:55:10+0300
Сборщик радиоэлектронной аппаратуры,50000,60000,RUR,Санкт-Петербург,2022-12-22T12:00:11+0300
Дизайнер для маркетплейсов/ Контент-менеджер,40000,50000,RUR,Санкт-Петербург,2022-12-22T12:59:17+0300
Java developer,250000,350000,RUR,,2022-12-22T12:14:07+0300
Инженер технической поддержки,,,,,2022-12-22T12:08:07+0300
Аналитик SQL,150000,200000,RUR,Москва,2022-12-22T12:20:29+0300
Специалист отдела информационно-технического сопровождения,50000,,RUR,,2022-12-22T12:04:08+0300
Веб-дизайнер (удаленно),50000,70000,RUR,,2022-12-22T12:22:53+0300
3D Designer (Mobile games),,,,,2022-12-22T12:59:57+0300
Оператор информационных систем,45000,,RUR,,2022-12-22T12:45:19+0300
Специалист первой линии технической поддержки,70000,,RUR,,2022-12-22T12:47:57+0300
Эксперт по анализу защищенности/пентестер,,,,Москва,2022-12-22T12:11:21+0300
Руководитель группы коммуникационного дизайна,100000,150000,RUR,Москва,2022-12-22T12:10:38+0300
Senior Software Engineer C++,5000,10000,USD,,2022-12-22T12:50:04+0300
Дизайнер-консультант (типография),38000,,RUR,,2022-12-22T12:24:07+0300
Системный администратор VAPE ZONE,50000,,RUR,,2022-12-22T12:00:49+0300
Системный администратор,,90000,RUR,Новомосковский административный округ,2022-12-22T12:35:45+0300
Специалист технической поддержки,,,,Москва,2022-12-22T12:52:10+0300
"Руководитель проекта (FinTech, Blockchain)",,,,,2022-12-22T12:14:28+0300
Инженер по безопасности дорожного движения,100000,120000,RUR,Иркутск,2022-12-22T12:14:47+0300
Наладчик-оператор ОЦ с ЧПУ,80000,130000,RUR,Пермь,2022-12-22T12:00:17+0300
Механик,,,,,2022-12-22T12:15:07+0300
Тестировщик ПО,45000,,RUR,Калининград,2022-12-22T13:10:47+0300
Тестировщик ПО,40000,75000,RUR,,2022-12-22T13:43:58+0300
Junior Python Backend Developer,,80000,RUR,,2022-12-22T13:03:34+0300
Идеолог,20000,30000,RUR,Орёл,2022-12-22T13:22:13+0300
QA Engineer (специалист по обеспечению качества ПО),,,,Москва,2022-12-22T13:44:40+0300
Директор по мемам / Senior memes developer,70000,140000,RUR,,2022-12-22T13:52:55+0300
2D-художник,,,,,2022-12-22T13:53:14+0300
Middle QA engineer,,,,,2022-12-22T13:45:51+0300
Специалист технической поддержки,45000,,RUR,Пермь,2022-12-22T13:06:00+0300
Ассистент дизайнера,30000,35000,RUR,Тюмень,2022-12-22T13:48:07+0300
"Тестировщик программного обеспечения (сайты, мобильные приложения)",50000,,RUR,,2022-12-22T13:50:43+0300
Тестировщик ПО (ручное тестирование),60000,80000,RUR,Москва,2022-12-22T13:12:26+0300
Программист - стажер 1С,5000,,RUR,Новосибирск,2022-12-22T13:57:35+0300
Дизайнер,350000,,KZT,,2022-12-22T13:55:43+0300
Дизайнер,50000,70000,RUR,Екатеринбург,2022-12-22T13:32:57+0300
Журналист-новостник,60000,80000,RUR,Москва,2022-12-22T13:53:22+0300
HTML-верстальщик,40000,70000,RUR,,2022-12-22T13:28:06+0300
Графический дизайнер (удаленно),,60000,RUR,,2022-12-22T13:03:56+0300
Аналитик,75000,,RUR,Москва,2022-12-22T13:26:19+0300
Financial Analyst,,,,,2022-12-22T13:15:35+0300
Программист С++ (Junior/Middle),,,,Москва,2022-12-22T13:08:54+0300
Веб-дизайнер,25000,30000,RUR,Тольятти,2022-12-22T13:49:22+0300
Графический дизайнер (социальные сети),,,,Ташкент,2022-12-22T13:26:52+0300
Графический маркетинговый дизайнер,,3000,USD,,2022-12-22T13:04:37+0300
Программист микроконтроллеров,,100000,RUR,,2022-12-22T13:34:54+0300
Веб-разработчик / HTML-верстальщик,45000,60000,RUR,Санкт-Петербург,2022-12-22T13:01:49+0300
Копирайтер,35000,40000,RUR,Уфа,2022-12-22T13:08:49+0300
Тестировщик программного обеспечения,40000,75000,RUR,,2022-12-22T13:44:29+0300
Дизайнер-график,60000,,RUR,Москва,2022-12-22T13:17:59+0300
Разработчик Python,,,,Воронеж,2022-12-22T13:03:32+0300
"3D-визуализатор, дизайнер интерьеров",90000,120000,RUR,Москва,2022-12-22T13:54:43+0300
Frontend-разработчик,,,,Краснодар,2022-12-22T13:51:21+0300
Мобильный инженер технической поддержки,85000,,RUR,,2022-12-22T13:09:34+0300
Дизайнер со знанием Tilda,50000,,RUR,Санкт-Петербург,2022-12-22T13:01:22+0300
Дизайнер продукта (product/UX/UI дизайнер),1500,,USD,,2022-12-22T13:48:12+0300
Начинающий менеджер IT проектов,4500000,,UZS,,2022-12-22T13:36:49+0300
UX/UI designer,,,,,2022-12-22T13:03:29+0300
Оператор ЧПУ/Прессовщик на вакуумный пресс,45000,100000,RUR,Йошкар-Ола,2022-12-22T13:29:20+0300
Стажер-программист 1С,20000,30000,RUR,Пермь,2022-12-22T13:08:03+0300
QA manual/Ручной тестировщик,200000,200000,RUR,,2022-12-22T13:57:12+0300
Копирайтер (написание статей),20000,,RUR,,2022-12-22T13:06:09+0300
Unity Developer,,,,Минск,2022-12-22T13:11:45+0300
Project Manager,,,,,2022-12-22T13:05:27+0300
Руководитель проекта (в коммерческий департамент),150000,300000,RUR,Москва,2022-12-22T13:00:15+0300
Web-разработчик,,,,,2022-12-22T13:37:53+0300
Аналитик отдела продаж,50000,,RUR,,2022-12-22T13:32:15+0300
Специалист службы технической поддержки,55000,,RUR,,2022-12-22T13:41:01+0300
Аналитик,14000,,RUR,Омск,2022-12-22T13:38:24+0300
Midlle Software developer (RoR),150000,180000,RUR,,2022-12-22T13:50:21+0300
Начальник отдела дизайна интерьеров,200000,250000,RUR,посёлок Внуково,2022-12-22T13:20:07+0300
Оператор ЧПУ,74000,95000,RUR,,2022-12-22T13:16:34+0300
Сервисный инженер по компонентному ремонту компьютерной техники,250000,300000,KZT,Алматы,2022-12-22T13:36:14+0300
Тестировщик программного обеспечения,40000,75000,RUR,,2022-12-22T13:43:39+0300
Куратор сообществ Вконтакте,20000,35000,RUR,,2022-12-22T13:01:45+0300
Инженер-программист +.Net,4000,,BYR,Минск,2022-12-22T13:31:22+0300
Менеджер проекта,30000,,RUR,Иваново,2022-12-22T13:35:47+0300
Middle QA engineer,,,,Москва,2022-12-22T13:45:45+0300
Инженер по подготовке к ремонту,,,,,2022-12-22T13:11:18+0300
Product manager/ Project Manager,,,,,2022-12-22T13:52:56+0300
Разработчик сайтов на Tilda,,80000,RUR,,2022-12-22T13:03:19+0300
Оператор станков с ЧПУ,3000,,BYR,,2022-12-22T13:59:02+0300
Программист Java,50000,,RUR,Новосибирск,2022-12-22T13:13:00+0300
Специалист по сопровождению программного обеспечения,,,,,2022-12-22T13:36:49+0300
IT-специалист,45500,,RUR,Можайск,2022-12-22T13:30:54+0300
Product manager (в инвестиционный проект),,,,Москва,2022-12-22T13:55:19+0300
Аналитик в сфере недвижимости,106400,106400,RUR,Москва,2022-12-22T13:19:12+0300
Автотестировщик,50000,,RUR,Магнитогорск,2022-12-22T13:07:40+0300
Аналитик (декретная ставка),80000,80000,RUR,Москва,2022-12-22T13:10:11+0300
Дизайнер,180000,200000,KZT,Алматы,2022-12-22T13:13:45+0300
Сетевой инженер отдела поддержки бизнеса,,,,,2022-12-22T13:51:38+0300
Project manager / Менеджер проектов,,55000,RUR,Тольятти,2022-12-22T13:05:35+0300
Инженер-механик,,,,,2022-12-22T13:32:02+0300
Аналитик,,,,,2022-12-22T13:12:56+0300
Data-аналитик (BI-analyst),,,,Санкт-Петербург,2022-12-22T13:26:24+0300
Механик участка открытых горных работ,110000,,RUR,посёлок Недорезово (Пашкино),2022-12-22T13:10:15+0300
Графический дизайнер,,,,,2022-12-22T13:44:24+0300
Помощник системного администратора в Yandex Cloud,54000,70200,RUR,,2022-12-22T13:37:54+0300
Developer C# (KesAuto),,,,,2022-12-22T13:21:22+0300
Старший инженер по тестированию (ручное тестирование),,,,,2022-12-22T13:16:31+0300
Наладчик технологического оборудования (предусмотрен корпоративный транспорт),40000,50000,RUR,,2022-12-22T13:47:08+0300
Project Manager,,,,,2022-12-22T13:53:02+0300
Аналитик sql,,,,Казань,2022-12-22T13:24:29+0300
Менеджер IT проектов (разработка ПО),80000,,RUR,Ростов-на-Дону,2022-12-22T13:30:17+0300
